PCP_Specific Surface Area (BET)_value,PCP_Total Pore Volume_value,PCP_Micropore Volume_value,PCP_Micropore Specific Surface Area_value,PCP_Mesopore Volume_value,PCP_Average Pore Diameter_value,PCP_Degree of Graphitization (Raman ID_IG)_value,PCP_Interlayer Spacing (XRD d002)_value,PCP_Element Content_C_value,PCP_Element Content_N_value,PCP_Element Content_O_value,PCP_Element Content_H_value,PCP_Element Content_S_value,Electrochem_Specific Capacitance_condition_value,Electrochem_Specific Capacitance_value,Electrochem_Cycle Stability_Cycle Number_value,Electrochem_Cycle Stability_Capacity Retention_value,Electrochem_Energy Density_value,Electrochem_Power Density_value,Electrochem_Voltage Window_value_min,Electrochem_Voltage Window_value_max,Electrochem_ESR_value,Electrochem_Rct_value,Preparation_Carbonization Temperature_value,doi
118.26,0.16,,,,4.09,,,,,,,,,,,,,,,,,,,10.1016_j.jclepro.2019.117831_extracted_structured
62.73,0.09,,,,4.1,,,,,,,,,,,,,,,,,,,10.1016_j.jclepro.2019.117831_extracted_structured
,,,,,,,,,,,,,,,,,,,,,,,,10.1016_j.jclepro.2019.117831_extracted_structured
25.71,0.04,,,,3.62,,,,,,,,,,,,,,,,,,,10.1016_j.jclepro.2019.117831_extracted_structured
,,,,,,,,,,,,,,,,,,,,,,,,10.1016_j.jclepro.2019.117831_extracted_structured
15.15,0.02,,,,4.07,,,,,,,,,,,,,,,,,,,10.1016_j.jclepro.2019.117831_extracted_structured
28.55,0.04,,,,3.72,,,,,,,,,,,,,,,,,,,10.1016_j.jclepro.2019.117831_extracted_structured
68.07,0.13,,,,,,,,,,,,,,,,,,,,,,,10.1016_j.jclepro.2019.117831_extracted_structured
62.13,0.12,,,,,,,,,,,,,,,,,,,,,,,10.1016_j.jclepro.2019.117831_extracted_structured
,,,,,,,,,,,,,,,,,,,,,,,,10.1016_j.jclepro.2019.117831_extracted_structured
,,,,,,,,,,,,,,,,,,,,,,,,10.1016_j.fueleneab.2020.04.002_extracted_structured
,,,,,,,,,,,,,1.0,57.0,,,,,0.0,1.0,,,800.0,10.1016_j.apsusc.2024.160852_extracted_structured
,,,,,,,,,,,,,1.0,149.0,,,,,0.0,1.0,1.16,0.09,900.0,10.1016_j.apsusc.2024.160852_extracted_structured
,,,,,,,,,,,,,1.0,184.0,,,,,0.0,1.0,0.91,0.04,800.0,10.1016_j.apsusc.2024.160852_extracted_structured
1407.0,,,,,2.9164,1.02,,89.85,6.75,,,,1.0,306.0,5000.0,94.0,,,0.0,1.0,1.02,0.06,800.0,10.1016_j.apsusc.2024.160852_extracted_structured
72.0,0.057,0.014,27.0,,,,,,,,,,0.05,127.0,,,,,0.0,3.14,,,,10.1016_j.mtsust.2021.100062_extracted_structured
72.0,0.057,0.014,27.0,,,,,,,,,,1.0,193.0,,,,,0.0,3.14,,,,10.1016_j.mtsust.2021.100062_extracted_structured
1290.0,0.759,0.31,596.0,0.149,2.6,,0.4,,,,,,0.05,153.0,,,,,0.0,3.14,,,800.0,10.1016_j.mtsust.2021.100062_extracted_structured
1290.0,0.759,0.31,596.0,0.149,2.6,,0.4,,,,,,1.0,193.0,,,,,0.0,3.14,,,800.0,10.1016_j.mtsust.2021.100062_extracted_structured
1925.0,1.34,0.325,626.0,0.675,3.04,,0.39,,,,,,0.05,260.0,5000.0,80.0,40.0,938.0,0.0,3.14,,,800.0,10.1016_j.mtsust.2021.100062_extracted_structured
1925.0,1.34,0.325,626.0,0.675,3.04,,0.39,,,,,,1.0,260.0,5000.0,80.0,40.0,938.0,0.0,3.14,,,800.0,10.1016_j.mtsust.2021.100062_extracted_structured
2192.0,,,,,,,,,,,,,,,,,,,,,,,,10.1016_j.coelec.2021.100860_extracted_structured
2190.0,,,,,,,,,,,,,,,,,,,,,,,,10.1016_j.coelec.2021.100860_extracted_structured
3000.0,,,,,,,,,,,,,1.0,340.0,3000.0,98.0,,,,,,,,10.1016_j.coelec.2021.100860_extracted_structured
3000.0,,,,,,,,,,,,,0.1,318.0,3000.0,98.0,,,,,,,,10.1016_j.coelec.2021.100860_extracted_structured
,,,,,,,,,,,,,,142.0,10000.0,96.0,12.0,,,,,,,10.1016_j.coelec.2021.100860_extracted_structured
,,,,,,,,,,,,,1.0,340.0,,,33.3,14800.0,,,,,,10.1016_j.coelec.2021.100860_extracted_structured
,,,,,,,,,,,,,5.0,,1000.0,94.3,,,,,0.653,,,10.1016_j.coelec.2021.100860_extracted_structured
,,,,,,,,,,,,,2.0,498.2,10000.0,96.1,,1468.6,,,,,,10.1016_j.coelec.2021.100860_extracted_structured
875.98,0.42,,,,5.26,,,,,,,,0.4,161.0,10000.0,100.0,,,-1.0,0.0,0.39,,700.0,10.1016_j.energy.2022.124877_extracted_structured
875.98,0.42,,,,5.26,,,,,,,,10.0,145.0,10000.0,100.0,,,-1.0,0.0,0.39,,700.0,10.1016_j.energy.2022.124877_extracted_structured
80.7,,,,,,,,,,,,,0.5,,5000.0,,,,0.0,0.5,2.133,4.51,,10.1016_j.jelechem.2024.118550_extracted_structured
80.7,,,,,,,,,,,,,,,5000.0,,,,0.0,0.5,2.133,4.51,,10.1016_j.jelechem.2024.118550_extracted_structured
,,,,,,,,,,,,,0.5,242.0,,,,,0.0,0.5,1.356,15.53,,10.1016_j.jelechem.2024.118550_extracted_structured
,,,,,,,,,,,,,0.5,299.0,,,,,0.0,0.5,1.252,,,10.1016_j.jelechem.2024.118550_extracted_structured
,,,,,,,,,,,,,0.5,156.0,,,,,0.0,0.5,1.399,,,10.1016_j.jelechem.2024.118550_extracted_structured
,,,,,,,,,,,,,0.5,,,,,,0.0,0.5,2.387,2.228,,10.1016_j.jelechem.2024.118550_extracted_structured
,,,,,,,,,,,,,0.5,,,,,,0.0,0.5,2.881,2.44,,10.1016_j.jelechem.2024.118550_extracted_structured
153.3,,,,,,,,,,23.83,,,0.5,,10000.0,98.8,,,0.0,0.5,3.678,2.822,,10.1016_j.jelechem.2024.118550_extracted_structured
153.3,,,,,,,,,,23.83,,,,,10000.0,98.8,,,0.0,0.5,3.678,2.822,,10.1016_j.jelechem.2024.118550_extracted_structured
,,,,,,,,,,,,,0.5,,,,,,0.0,0.5,3.345,3.055,,10.1016_j.jelechem.2024.118550_extracted_structured
,,,,,,,,,,,,,0.5,,,,,,0.0,0.5,2.667,3.903,,10.1016_j.jelechem.2024.118550_extracted_structured
,,,,,,,,,,,,,,,5000.0,100.0,27.2,51.6,0.0,2.0,5.6,,,10.1016_j.est.2022.105947_extracted_structured
,,,,,,,,,,,,,,,,,,,,,,,,10.1016_j.jenvman.2024.122341_extracted_structured
,,,,,,,,,,,,,,,,,,,,,,,,10.1016_j.jenvman.2024.122341_extracted_structured
,,,,,,,,,,,,,,,,,,,,,,,,10.1016_j.jenvman.2024.122341_extracted_structured
,,,,,,,,,,,,,,,,,,,,,,,,10.1016_j.jenvman.2024.122341_extracted_structured
1337.8,0.63,0.55,1222.5,0.08,,0.99,,,,,,,,,,,,,,,,,750.0,10.1016_j.jcis.2020.08.088_extracted_structured
1776.2,0.88,0.78,1591.6,0.1,,,,,,,,,,,,,,,,,,,800.0,10.1016_j.jcis.2020.08.088_extracted_structured
2185.6,1.35,1.19,1327.8,0.16,,0.9,,,,,,,1.0,280.0,10000.0,82.0,13.3,14040.0,,,1.5,0.6,850.0,10.1016_j.jcis.2020.08.088_extracted_structured
2185.6,1.35,1.19,1327.8,0.16,,0.9,,,,,,,1.0,46.0,10000.0,82.0,13.3,14040.0,,,1.5,0.6,850.0,10.1016_j.jcis.2020.08.088_extracted_structured
1894.3,1.15,1.03,1303.2,0.12,,0.9,,,,,,,,190.0,10000.0,,,,,,1.4,0.4,900.0,10.1016_j.jcis.2020.08.088_extracted_structured
1894.3,1.15,1.03,1303.2,0.12,,0.9,,,,,,,1.0,44.0,10000.0,,,,,,1.4,0.4,900.0,10.1016_j.jcis.2020.08.088_extracted_structured
33.8,0.44,,1.73,,,,,,,,,,,,,,,,,,,,850.0,10.1016_j.jcis.2020.08.088_extracted_structured
1443.1,0.78,0.68,1237.8,0.1,,,,,,,,,,,,,,,,,,,850.0,10.1016_j.jcis.2020.08.088_extracted_structured
,,,,,,,,,,,,,,,300.0,,,,0.01,3.0,,,,10.1016_j.jallcom.2017.01.082_extracted_structured
,,,,,,,,,,,,,,,300.0,,,,0.01,3.0,,,750.0,10.1016_j.jallcom.2017.01.082_extracted_structured
2136.0,,,,,,,,,,,,,0.5,,300.0,,,,0.01,3.0,,,600.0,10.1016_j.jallcom.2017.01.082_extracted_structured
2136.0,,,,,,,,,,,,,1.0,,300.0,,,,0.01,3.0,,,600.0,10.1016_j.jallcom.2017.01.082_extracted_structured
2136.0,,,,,,,,,,,,,2.0,,300.0,,,,0.01,3.0,,,600.0,10.1016_j.jallcom.2017.01.082_extracted_structured
2136.0,,,,,,,,,,,,,5.0,,300.0,,,,0.01,3.0,,,600.0,10.1016_j.jallcom.2017.01.082_extracted_structured
2136.0,,,,,,,,,,,,,10.0,,300.0,,,,0.01,3.0,,,600.0,10.1016_j.jallcom.2017.01.082_extracted_structured
2136.0,,,,,,,,,,,,,,,300.0,,,,0.01,3.0,,,600.0,10.1016_j.jallcom.2017.01.082_extracted_structured
203.0,,,,,,,,83.0,5.78,3.92,,,,,,,,,0.0,0.8,,,800.0,10.1016_j.micromeso.2021.111209_extracted_structured
430.0,,,,,,,,88.0,4.0,4.0,,,1.0,320.0,10000.0,95.0,,,0.0,0.8,,,900.0,10.1016_j.micromeso.2021.111209_extracted_structured
430.0,,,,,,,,88.0,4.0,4.0,,,10.0,250.0,10000.0,95.0,,,0.0,0.8,,,900.0,10.1016_j.micromeso.2021.111209_extracted_structured
670.0,,,,,,,,,,,,,,,,,,,0.0,0.8,,,,10.1016_j.micromeso.2021.111209_extracted_structured
1080.0,,,,,,,,,,,,,,,,,,,0.0,0.8,,,,10.1016_j.micromeso.2021.111209_extracted_structured
1980.0,,,,,,,,88.68,5.06,6.26,,,,,,,,,0.0,0.8,,,600.0,10.1016_j.micromeso.2021.111209_extracted_structured
2960.0,,,,,,,,,,,,,,,,,,,0.0,0.8,,,600.0,10.1016_j.micromeso.2021.111209_extracted_structured
1180.0,,,,,,,,,,,,,,,,,,,0.0,0.8,,,,10.1016_j.micromeso.2021.111209_extracted_structured
610.0,,,,,,,,,,,,,,,,,,,0.0,0.8,,,900.0,10.1016_j.micromeso.2021.111209_extracted_structured
1300.0,,,,,,,,,,,,,,,,,,,0.0,0.8,,,,10.1016_j.micromeso.2021.111209_extracted_structured
517.5,,,,,,0.94,,82.3,0.47,,,,,,3600.0,90.0,,,,,,,800.0,10.1016_j.mtcomm.2021.102051_extracted_structured
693.3,,,,,,1.04,,84.26,0.45,,,,,,3600.0,90.0,,,,,,,900.0,10.1016_j.mtcomm.2021.102051_extracted_structured
247.7,,,,,,1.02,,85.03,0.39,,,,,,3600.0,90.0,,,,,,,,10.1016_j.mtcomm.2021.102051_extracted_structured
122.0,0.11,0.05,,,3.16,,,,,,,,,,,,,,,,,,600.0,10.1016_j.carbon.2020.01.088_extracted_structured
380.0,0.51,0.15,,,4.53,,,,,,,,,,,,,,,,,,600.0,10.1016_j.carbon.2020.01.088_extracted_structured
259.0,0.15,0.1,,,2.2,,,,,,,,0.5,192.0,20000.0,99.6,,,,,0.45,,600.0,10.1016_j.carbon.2020.01.088_extracted_structured
259.0,0.15,0.1,,,2.2,,,,,,,,,,20000.0,99.6,,,,,0.45,,600.0,10.1016_j.carbon.2020.01.088_extracted_structured
160.0,0.3,0.06,,,6.26,,,,,,,,,,,,,,,,0.49,,600.0,10.1016_j.carbon.2020.01.088_extracted_structured
259.0,0.15,0.1,,,2.2,,,,,,,,,,,,,,,,0.53,,600.0,10.1016_j.carbon.2020.01.088_extracted_structured
1789.0,1.15,0.72,,0.43,2.1,,,,,6.3,,,0.5,256.0,20000.0,98.0,6.7,,,,0.47,,600.0,10.1016_j.carbon.2020.01.088_extracted_structured
1789.0,1.15,0.72,,0.43,2.1,,,,,6.3,,,,,20000.0,98.0,6.7,,,,0.47,,600.0,10.1016_j.carbon.2020.01.088_extracted_structured
1731.0,0.93,0.69,,0.24,1.9,,,,,8.6,,,,,,,,,,,,,600.0,10.1016_j.carbon.2020.01.088_extracted_structured
1873.0,1.45,0.76,,0.69,2.51,,,,,9.1,,,0.5,58.8,20000.0,95.0,7.7,,,,,,600.0,10.1016_j.carbon.2020.01.088_extracted_structured
1873.0,1.45,0.76,,0.69,2.51,,,,,9.1,,,,,20000.0,95.0,7.7,,,,,,600.0,10.1016_j.carbon.2020.01.088_extracted_structured
1758.0,1.1,0.55,,0.55,2.19,,,,,8.9,,,,,,,,,,,,,600.0,10.1016_j.carbon.2020.01.088_extracted_structured
1287.0,0.56,0.5,1256.0,0.06,,1.15,,89.26,4.91,5.84,,,,,,,,,0.0,1.0,,,800.0,10.1016_j.est.2019.101014_extracted_structured
2643.0,1.16,1.07,,0.09,,1.09,,,,,,,,,,,,,0.0,1.0,,,800.0,10.1016_j.est.2019.101014_extracted_structured
2870.0,1.45,1.17,,0.28,,1.04,,,,,,,,,,,,,0.0,1.0,,,800.0,10.1016_j.est.2019.101014_extracted_structured
3310.0,1.79,,,0.45,,1.05,,89.26,4.91,5.84,,,0.5,394.0,5000.0,96.0,,,0.0,1.0,,,800.0,10.1016_j.est.2019.101014_extracted_structured
3310.0,1.79,,,0.45,,1.05,,89.26,4.91,5.84,,,1.0,332.0,5000.0,96.0,,,0.0,1.0,,,800.0,10.1016_j.est.2019.101014_extracted_structured
3310.0,1.79,,,0.45,,1.05,,89.26,4.91,5.84,,,1.0,306.0,5000.0,96.0,,,0.0,1.0,,,800.0,10.1016_j.est.2019.101014_extracted_structured
3310.0,1.79,,,0.45,,1.05,,89.26,4.91,5.84,,,,229.0,5000.0,96.0,,,0.0,1.0,,,800.0,10.1016_j.est.2019.101014_extracted_structured
2342.0,1.71,1.01,1494.0,0.7,,1.06,,,,,,,,,,,,,0.0,1.0,,,800.0,10.1016_j.est.2019.101014_extracted_structured
2263.0,1.94,,,,,,,,,,,,,124.0,,,,,,,,,,10.1016_j.biortech.2010.08.100_extracted_structured
2530.0,1.98,,,,,,,,,,,,,130.0,,,,,,,,,,10.1016_j.biortech.2010.08.100_extracted_structured
2610.0,1.52,,,,,,,,,,,,,89.0,,,,,,,,,,10.1016_j.biortech.2010.08.100_extracted_structured
2342.0,1.22,,,,,,,,,,,,,71.0,,,,,,,,,,10.1016_j.biortech.2010.08.100_extracted_structured
1829.92,0.067,,,,,0.99,0.3416,85.0,1.0,14.0,,,0.5,278.0,,,,,0.0,1.0,,,600.0,10.1016_j.est.2025.116228_extracted_structured
1829.92,0.067,,,,,0.99,0.3416,85.0,1.0,14.0,,,1.0,205.0,,,,,0.0,1.0,,,600.0,10.1016_j.est.2025.116228_extracted_structured
1829.92,0.067,,,,,0.99,0.3416,85.0,1.0,14.0,,,2.0,174.0,,,,,0.0,1.0,,,600.0,10.1016_j.est.2025.116228_extracted_structured
1829.92,0.067,,,,,0.99,0.3416,85.0,1.0,14.0,,,3.0,162.0,,,,,0.0,1.0,,,600.0,10.1016_j.est.2025.116228_extracted_structured
1829.92,0.067,,,,,0.99,0.3416,85.0,1.0,14.0,,,5.0,148.0,,,,,0.0,1.0,,,600.0,10.1016_j.est.2025.116228_extracted_structured
,,,,,,,,,,,,,0.5,100.0,,,,,0.0,0.55,,,,10.1016_j.est.2025.116228_extracted_structured
,,,,,,,,,,,,,1.0,98.0,,,,,0.0,0.55,,,,10.1016_j.est.2025.116228_extracted_structured
,,,,,,,,,,,,,2.0,90.0,,,,,0.0,0.55,,,,10.1016_j.est.2025.116228_extracted_structured
,,,,,,,,,,,,,3.0,82.0,,,,,0.0,0.55,,,,10.1016_j.est.2025.116228_extracted_structured
,,,,,,,,,,,,,5.0,68.0,,,,,0.0,0.55,,,,10.1016_j.est.2025.116228_extracted_structured
,,,,,,,,,,,,,0.5,438.0,5000.0,78.0,,,0.0,1.0,0.021,2.03,,10.1016_j.est.2025.116228_extracted_structured
,,,,,,,,,,,,,1.0,331.0,5000.0,78.0,,,0.0,1.0,0.021,2.03,,10.1016_j.est.2025.116228_extracted_structured
,,,,,,,,,,,,,2.0,295.0,5000.0,78.0,,,0.0,1.0,0.021,2.03,,10.1016_j.est.2025.116228_extracted_structured
,,,,,,,,,,,,,5.0,164.0,5000.0,78.0,,,0.0,1.0,0.021,2.03,,10.1016_j.est.2025.116228_extracted_structured
,,,,,,,,,,,,,10.0,82.0,5000.0,78.0,,,0.0,1.0,0.021,2.03,,10.1016_j.est.2025.116228_extracted_structured
,,,,,,,,,,,,,,,,,,,,,,,,10.1016_j.scitotenv.2019.03.011_extracted_structured
228.72,0.17,,,,,0.86,,,,,,,,,,,,,,,,,800.0,10.1016_j.micromeso.2018.10.020_extracted_structured
,,,,,,,,,,,,,,,,,,,,,,,800.0,10.1016_j.micromeso.2018.10.020_extracted_structured
,,,,,,,,,,,,,,,,,,,,,,,800.0,10.1016_j.micromeso.2018.10.020_extracted_structured
,,,,,,,,,,,,,,,,,,,,,,,800.0,10.1016_j.micromeso.2018.10.020_extracted_structured
902.2,0.432,,,,,0.85,,85.5,,14.5,,,,,,,,,,,,,800.0,10.1016_j.ijhydene.2023.04.076_extracted_structured
,,,,,,,,,,,,,,,,,,,,,,,,10.1016_j.rser.2017.05.270_extracted_structured
,,,,,,,,,,,,,,,,,,,,,,,,10.1016_j.rser.2017.05.270_extracted_structured
30.0,0.025,,,,,,,87.21,4.95,,,,,,,,,,0.0,-1.0,,,800.0,10.1016_j.jcou.2020.101326_extracted_structured
1142.0,,,0.191,0.118,,1.0,,84.1,2.2,,,,0.5,204.0,,,,,0.0,-1.0,,,800.0,10.1016_j.jcou.2020.101326_extracted_structured
2211.0,,,0.2403,0.847,,1.06,,93.6,1.1,,,,0.5,,1000.0,92.0,,,0.0,-1.0,,,900.0,10.1016_j.jcou.2020.101326_extracted_structured
1659.0,,,0.2569,0.049,,1.03,,,,,,,,,,,,,0.0,-1.0,,,800.0,10.1016_j.jcou.2020.101326_extracted_structured
1860.0,,,0.5402,0.497,,0.97,,,,,,,,,,,,,0.0,-1.0,,,900.0,10.1016_j.jcou.2020.101326_extracted_structured
1382.0,1.52,,,,,,,85.5,,,5.45,,,,,,,,,,,,,10.1016_j.nanoen.2018.01.042_extracted_structured
539.0,0.47,0.21,,,,,,93.4,,,,,1.0,33.0,,,,,,,,,800.0,10.1016_j.nanoen.2018.01.042_extracted_structured
539.0,0.47,0.21,,,,,,93.4,,,,,1.0,30.0,,,,,,,,,800.0,10.1016_j.nanoen.2018.01.042_extracted_structured
511.0,0.42,0.2,,,,,,86.16,,,,,1.0,34.0,,,,,,,,,900.0,10.1016_j.nanoen.2018.01.042_extracted_structured
511.0,0.42,0.2,,,,,,86.16,,,,,1.0,49.0,,,,,,,,,900.0,10.1016_j.nanoen.2018.01.042_extracted_structured
737.0,0.64,0.28,,,,,,94.32,,,,,1.0,114.0,,,,,,,,,,10.1016_j.nanoen.2018.01.042_extracted_structured
737.0,0.64,0.28,,,,,,94.32,,,,,1.0,116.0,,,,,,,,,,10.1016_j.nanoen.2018.01.042_extracted_structured
425.0,0.36,0.19,,,,,,84.49,2.16,,,,1.0,192.0,,,,,,,,,600.0,10.1016_j.nanoen.2018.01.042_extracted_structured
425.0,0.36,0.19,,,,,,84.49,2.16,,,,1.0,126.0,,,,,,,,,600.0,10.1016_j.nanoen.2018.01.042_extracted_structured
458.0,0.41,0.17,,,,,,83.52,1.6,,,,1.0,215.0,,,,,,,,,700.0,10.1016_j.nanoen.2018.01.042_extracted_structured
458.0,0.41,0.17,,,,,,83.52,1.6,,,,1.0,130.0,,,,,,,,,700.0,10.1016_j.nanoen.2018.01.042_extracted_structured
1252.0,0.96,0.45,,,,,,80.26,7.5,,,,1.0,267.0,,,,,,,,,800.0,10.1016_j.nanoen.2018.01.042_extracted_structured
1252.0,0.96,0.45,,,,,,80.26,7.5,,,,1.0,283.0,,,,,,,,,800.0,10.1016_j.nanoen.2018.01.042_extracted_structured
655.0,0.64,0.24,,,,,,94.32,,,,,1.0,129.0,,,,,,,,,,10.1016_j.nanoen.2018.01.042_extracted_structured
655.0,0.64,0.24,,,,,,94.32,,,,,1.0,136.0,,,,,,,,,,10.1016_j.nanoen.2018.01.042_extracted_structured
369.0,0.34,0.16,,,,,,85.15,,,,,1.0,51.0,,,,,,,,,600.0,10.1016_j.nanoen.2018.01.042_extracted_structured
369.0,0.34,0.16,,,,,,85.15,,,,,1.0,48.0,,,,,,,,,600.0,10.1016_j.nanoen.2018.01.042_extracted_structured
857.0,0.39,0.32,,,2.23,,,94.28,1.41,4.3,,,,,,,,,-0.8,0.0,,,800.0,10.1016_j.jclepro.2020.125385_extracted_structured
1344.0,0.66,0.49,,,2.42,,,94.98,1.15,3.87,,,,,,,,,-0.8,0.0,,,900.0,10.1016_j.jclepro.2020.125385_extracted_structured
1423.0,0.69,0.37,,,2.44,,,96.55,0.69,2.76,,,,,,,,,-0.8,0.0,,,,10.1016_j.jclepro.2020.125385_extracted_structured
868.0,0.33,0.28,,,1.87,,,93.4,1.98,4.62,,,,,,,,,-0.8,0.0,,,900.0,10.1016_j.jclepro.2020.125385_extracted_structured
1479.0,0.61,0.49,,,2.03,,,93.98,1.82,4.2,,,,,,,,,-0.8,0.0,,,900.0,10.1016_j.jclepro.2020.125385_extracted_structured
1908.0,0.9,0.5,,,2.25,,,94.54,1.51,3.95,,,,,,,,,-0.8,0.0,,,900.0,10.1016_j.jclepro.2020.125385_extracted_structured
2201.0,1.23,0.4,,,2.74,0.68,,94.35,1.3,4.35,,,0.5,54.0,5000.0,100.0,20.8,5000.0,-0.8,0.0,,,900.0,10.1016_j.jclepro.2020.125385_extracted_structured
2201.0,1.23,0.4,,,2.74,0.68,,94.35,1.3,4.35,,,,36.0,5000.0,100.0,20.8,5000.0,-0.8,0.0,,,900.0,10.1016_j.jclepro.2020.125385_extracted_structured
2201.0,1.23,0.4,,,2.74,0.68,,94.35,1.3,4.35,,,0.5,34.0,5000.0,100.0,20.8,5000.0,-0.8,0.0,,,900.0,10.1016_j.jclepro.2020.125385_extracted_structured
2201.0,1.23,0.4,,,2.74,0.68,,94.35,1.3,4.35,,,,27.7,5000.0,100.0,20.8,5000.0,-0.8,0.0,,,900.0,10.1016_j.jclepro.2020.125385_extracted_structured
350.1,0.19,,,,2.39,,,87.87,6.21,4.05,,,,,500.0,,,,1.5,2.8,,,700.0,10.1016_j.mtener.2018.03.007_extracted_structured
496.3,0.38,,,,2.97,,,87.87,6.21,4.05,,,0.1,,500.0,79.8,,,1.5,2.8,,,700.0,10.1016_j.mtener.2018.03.007_extracted_structured
496.3,0.38,,,,2.97,,,87.87,6.21,4.05,,,5.0,,500.0,79.8,,,1.5,2.8,,,700.0,10.1016_j.mtener.2018.03.007_extracted_structured
496.3,0.38,,,,2.97,,,87.87,6.21,4.05,,,0.2,,500.0,79.8,,,1.5,2.8,,,700.0,10.1016_j.mtener.2018.03.007_extracted_structured
1591.0,0.79,0.6,1407.0,0.27,,,,,,,,,0.1,159.0,,,,,0.0,1.0,,,900.0,10.1016_j.est.2020.101848_extracted_structured
2959.0,2.19,0.4,905.0,,,,0.36,88.0,,11.0,,,0.1,256.0,5000.0,94.6,8.89,,0.0,1.0,,,900.0,10.1016_j.est.2020.101848_extracted_structured
2959.0,2.19,0.4,905.0,,,,0.36,88.0,,11.0,,,0.2,251.0,5000.0,94.6,8.89,,0.0,1.0,,,900.0,10.1016_j.est.2020.101848_extracted_structured
2959.0,2.19,0.4,905.0,,,,0.36,88.0,,11.0,,,0.4,246.0,5000.0,94.6,8.89,,0.0,1.0,,,900.0,10.1016_j.est.2020.101848_extracted_structured
2959.0,2.19,0.4,905.0,,,,0.36,88.0,,11.0,,,0.8,238.0,5000.0,94.6,8.89,,0.0,1.0,,,900.0,10.1016_j.est.2020.101848_extracted_structured
2959.0,2.19,0.4,905.0,,,,0.36,88.0,,11.0,,,1.6,233.0,5000.0,94.6,8.89,,0.0,1.0,,,900.0,10.1016_j.est.2020.101848_extracted_structured
2959.0,2.19,0.4,905.0,,,,0.36,88.0,,11.0,,,3.2,228.0,5000.0,94.6,8.89,,0.0,1.0,,,900.0,10.1016_j.est.2020.101848_extracted_structured
2959.0,2.19,0.4,905.0,,,,0.36,88.0,,11.0,,,5.0,225.0,5000.0,94.6,8.89,,0.0,1.0,,,900.0,10.1016_j.est.2020.101848_extracted_structured
1280.0,0.62,0.52,1109.0,0.09,,,,,,,,,0.1,128.0,,,,,0.0,1.0,,,900.0,10.1016_j.est.2020.101848_extracted_structured
,,,,,,,,87.11,,11.96,,,,,,,,,,,,,800.0,10.1016_j.carbon.2023.118350_extracted_structured
832.35,,,,,,,,89.4,,8.78,,,,,,,,,,,,,800.0,10.1016_j.carbon.2023.118350_extracted_structured
,,,,,,,,,,,,,,,,,,,,,,,,10.1016_j.diamond.2020.108180_extracted_structured
,1.25,,,,,,,,,,,,,,,,,,,,,,700.0,10.1016_j.diamond.2020.108180_extracted_structured
,,,,,,,,,,,,,,,,,,,,,,,800.0,10.1016_j.diamond.2020.108180_extracted_structured
,,,,,,,,,,,,,,,,,,,,,,,900.0,10.1016_j.diamond.2020.108180_extracted_structured
1102.0,,,,,,,,,,,,,,,,,,,,,,,,10.1016_j.diamond.2020.108180_extracted_structured
606.0,,,,,,,,,,,,,,,,,,,,,,,,10.1016_j.diamond.2020.108180_extracted_structured
2440.0,,,,,,,,,,,,,0.25,182.0,2000.0,93.0,,,0.0,1.0,,,800.0,10.1016_j.micromeso.2015.06.041_extracted_structured
2440.0,,,,,,,,,,,,,5.0,0.93,2000.0,93.0,,,0.0,1.0,,,800.0,10.1016_j.micromeso.2015.06.041_extracted_structured
,,,,,,,,,,,,,0.25,168.0,2000.0,93.0,,,0.0,1.0,,,800.0,10.1016_j.micromeso.2015.06.041_extracted_structured
,,,,,,,,,,,,,5.0,0.96,2000.0,93.0,,,0.0,1.0,,,800.0,10.1016_j.micromeso.2015.06.041_extracted_structured
,,,,,,,,,,,,,0.25,246.0,2000.0,88.0,8.5,,0.0,1.0,,,800.0,10.1016_j.micromeso.2015.06.041_extracted_structured
,,,,,,,,,,,,,5.0,0.9,2000.0,88.0,8.5,,0.0,1.0,,,800.0,10.1016_j.micromeso.2015.06.041_extracted_structured
,,,,,,,,,,,,,,,,,,,0.0,1.0,,,800.0,10.1016_j.micromeso.2015.06.041_extracted_structured
,,,,,,,,,,,,,,,,,,,0.0,1.0,,,800.0,10.1016_j.micromeso.2015.06.041_extracted_structured
,,,,,,,,,,,,,,,,,,,0.0,1.0,,,800.0,10.1016_j.micromeso.2015.06.041_extracted_structured
,,,,,,,,,,,,,,,,,,,0.0,1.0,,,800.0,10.1016_j.micromeso.2015.06.041_extracted_structured
,,,,,,,,,,,,,,,,,,,0.0,1.0,,,800.0,10.1016_j.micromeso.2015.06.041_extracted_structured
,,,,,,,,,,,,,,,,,,,0.0,1.0,,,800.0,10.1016_j.micromeso.2015.06.041_extracted_structured
2440.0,,,,,,,,,,,,,,,,,,,,,,,800.0,10.1016_j.micromeso.2015.06.041_extracted_structured
1819.0,1.57,0.08,,,3.4,,,79.28,4.251,19.04,,,10.0,,,,,,,,,,,10.1016_j.est.2022.105421_extracted_structured
1819.0,1.57,0.08,,,3.4,,,79.28,4.251,19.04,,,10.0,,,,,,,,,,,10.1016_j.est.2022.105421_extracted_structured
1819.0,1.57,0.08,,,3.4,,,79.28,4.251,19.04,,,10.0,,,,,,,,,,,10.1016_j.est.2022.105421_extracted_structured
