PCP_Specific Surface Area (BET)_value,PCP_Total Pore Volume_value,PCP_Micropore Volume_value,PCP_Micropore Specific Surface Area_value,PCP_Mesopore Volume_value,PCP_Average Pore Diameter_value,PCP_Degree of Graphitization (Raman ID_IG)_value,PCP_Interlayer Spacing (XRD d002)_value,PCP_Element Content_C_value,PCP_Element Content_N_value,PCP_Element Content_O_value,PCP_Element Content_H_value,PCP_Element Content_S_value,Electrochem_Specific Capacitance_condition_value,Electrochem_Specific Capacitance_value,Electrochem_Cycle Stability_Cycle Number_value,Electrochem_Cycle Stability_Capacity Retention_value,Electrochem_Energy Density_value,Electrochem_Power Density_value,Electrochem_Voltage Window_value_min,Electrochem_Voltage Window_value_max,Electrochem_ESR_value,Electrochem_Rct_value,Preparation_Carbonization Temperature_value,doi,Sample Name,evaluation_result,evaluation_reason
1833.83,1.68,0.73,1803.74,0.95,1.67,0.8643,,86.37,2.48,11.15,,,0.5,312.0,,,,,0.0,1.0,,,700.0,10.1016_j.jcis.2019.09.097_extracted_structured,ssc-140-2-0.45,F,提取的信息中存在多处不准确或与原文不符的数据点：1) PCP_Total Pore Volume_value 提取为 1.68 cm³/g，但原文 Table 1 中 SSC-140-2-0.45 的 VTot 为 0.75 cm³/g；2) PCP_Micropore Volume_value 提取为 0.73 cm³/g，但原文 Table 1 中 SSC-140-2-0.45 的 VMic 为 0.71 cm³/g；3) PCP_Mesopore Volume_value 提取为 0.95 cm³/g，但原文未直接给出该值，计算 VTot - VMic = 0.75 - 0.71 = 0.04 cm³/g；4) PCP_Average Pore Diameter_value 提取为 1.67 nm，但原文 Table 1 中 SSC-140-2-0.45 的 Dap 为 1.68 nm；5) PCP_Element Content_N_value 提取为 2.48 atom%，但原文 Table 1 中 SSC-140-2-0.45 的 N 含量为 0.73 atom%；6) Electrochem_Specific Capacitance_value 提取为 312.0 F/g，但原文中该值对应 NiSSC-140-2-0.45（文本中明确说明“NiSSC-140-2-0.45 possesses the largest specific capacitance (312 F g−1)”），而 SSC-140-2-0.45 的比电容值未在原文中给出具体数值。
1945.1,0.87,0.69,,0.15,,1.01,,,,,,,10.0,222.7,,,,,-1.0,0.0,0.712,,700.0,10.1016_j.micromeso.2021.111277_extracted_structured,pc,,
1945.1,0.87,0.69,,0.15,,1.01,,,,,,,1.0,256.0,,,,,-1.0,0.0,0.712,,700.0,10.1016_j.micromeso.2021.111277_extracted_structured,pc,T,所有提取的数值、单位和材料名称均与原文完全对应。物理化学性质数据（如比表面积1945.1 m²/g、总孔体积0.87 cm³/g、微孔体积0.69 cm³/g、介孔体积0.15 cm³/g、石墨化程度1.01）均来自Table 2和Raman分析部分；电化学性质数据（如比电容256 F g⁻¹在1 A g⁻¹条件下、ESR 0.712 Ω、电压窗口-1.0至0.0 V）均来自三电极系统测试描述；制备温度700.0 °C来自实验部分。缺失数据（如微孔比表面积、平均孔径、层间距、元素含量、循环稳定性、能量密度、功率密度、Rct）在原文中未提及，提取为null符合完整性要求。无任何虚构、推断或混淆信息。
2216.0,1.01,0.47,,,2.13,0.66,0.337,96.4,2.99,0.61,,,0.5,154.0,,,,,-0.8,0.0,,,,10.1016_j.fuel.2021.122410_extracted_structured,gcac,F,提取的信息存在以下不准确和缺失：1) 元素含量数据错误：PCP_Element Content_N_value提取为2.99，但原文Table 2中GCAC的N含量为0.61 wt%；PCP_Element Content_O_value提取为0.61，但原文中O含量为2.99 wt%。2) 元素含量缺失：PCP_Element Content_H_value提取为null，但原文Table 2中GCAC的H含量为0.63 wt%（Elements content b）。3) 制备参数缺失：Preparation_Carbonization Temperature_value提取为null，但原文中GCAC的制备温度明确为1100 ℃（2.2节）。
2216.0,1.01,0.47,,,2.13,0.66,0.337,96.4,2.99,0.61,,,,31.5,,,,,-0.8,0.0,,,,10.1016_j.fuel.2021.122410_extracted_structured,gcac,,
2206.0,1.03,0.48,,,2.24,1.3,,86.61,,1.21,,,0.5,216.0,,,,,-0.8,0.0,,,,10.1016_j.fuel.2021.122410_extracted_structured,hcac,,
2206.0,1.03,0.48,,,2.24,1.3,,86.61,,1.21,,,,77.9,,,,,-0.8,0.0,,,,10.1016_j.fuel.2021.122410_extracted_structured,hcac,,
1122.0,0.72,0.45,856.0,,,0.94,,84.8,1.0,14.2,,,1.0,337.0,10000.0,96.0,7.46,5000.0,0.0,1.0,0.72,,750.0,10.1016_j.jpowsour.2018.02.014_extracted_structured,nmcss@rspc-1,,
1122.0,0.72,0.45,856.0,,,0.94,,84.8,1.0,14.2,,,,280.0,10000.0,96.0,7.46,5000.0,0.0,1.0,0.72,,750.0,10.1016_j.jpowsour.2018.02.014_extracted_structured,nmcss@rspc-1,F,"提取的信息存在多处不准确或缺失：1) PCP_Micropore Volume_value: 0.45 cm³/g，原文未提供微孔体积数据（Table 1仅列出总孔体积、微孔表面积等，无微孔体积）；2) PCP_Average Pore Diameter_value: null，原文Table 1明确给出NMCSs@RSPC-1的平均孔宽为0.45 nm；3) Electrochem_Specific Capacitance_condition_value: null，但比电容值280.0 F g⁻¹对应于20 A g⁻¹的条件（原文：“a high specific capacitance of 280 F g⁻¹ when the current density increases from 1 to 20 A g⁻¹”），条件未提取；4) Electrochem_Voltage Window_value_min: 0.0 和 Electrochem_Voltage Window_value_max: 1.0，原文未明确给出电压窗口的具体最小和最大值（仅提及“potential window of 1 V”，未指定范围）；5) Electrochem_ESR_value: 0.72 Ω，原文NMCSs@RSPC-1的等效串联电阻为0.92 Ω（原文：“Rs are 0.72, 1.39 and 0.92 Ω for RSPC, NMCSs@RSPC-0 and NMCSs@RSPC-1”），提取值混淆为RSPC的数据。"
1122.0,0.72,0.45,856.0,,,0.94,,84.8,1.0,14.2,,,1.0,268.0,10000.0,96.0,7.46,5000.0,0.0,1.0,0.72,,750.0,10.1016_j.jpowsour.2018.02.014_extracted_structured,nmcss@rspc-1,,
2920.0,1.52,1.17,,0.35,,0.96,,,,,,,0.5,322.0,10000.0,98.0,56.29,43.3,0.0,1.0,,,800.0,10.1016_j.jpowsour.2024.235027_extracted_structured,pnpcn-1.5,,
2920.0,1.52,1.17,,0.35,,0.96,,,,,,,,262.0,10000.0,98.0,56.29,43.3,0.0,1.0,,,800.0,10.1016_j.jpowsour.2024.235027_extracted_structured,pnpcn-1.5,,
2797.0,1.41,1.12,,0.29,,0.94,,,,,,,1.0,316.0,,,,,0.0,1.0,,,800.0,10.1016_j.jpowsour.2024.235027_extracted_structured,pnpcn-2,F,"提取的电压窗口信息（Electrochem_Voltage_Window_value_min: 0.0, Electrochem_Voltage_Window_value_max: 1.0）不准确。原文中三电极系统使用6 M KOH电解质，从Fig. 4(c)的GCD曲线可推断电压范围为-1.0到0 V（电压轴显示从-1.0到0 V），但提取的min=0.0和max=1.0与原文不符。其他数据点（如BET表面积2797.0 m²/g、总孔体积1.41 cm³/g、微孔体积1.12 cm³/g、非微孔体积0.29 cm³/g、ID/IG 0.94、比电容316.0 F/g at 1 A/g、碳化温度800.0°C）均与原文Table 1和正文描述一致；缺失数据点（如微孔比表面积、元素含量、循环稳定性等）原文未提及，null值正确。"
2088.0,1.01,0.84,,0.17,,0.97,,,,,,,1.0,250.0,,,,,0.0,1.0,0.012,,800.0,10.1016_j.jpowsour.2024.235027_extracted_structured,npc,,
479.0,0.36,0.2,,0.16,,1.02,,,,,,,1.0,194.0,,,,,0.0,1.0,0.012,,800.0,10.1016_j.jpowsour.2024.235027_extracted_structured,pncn,,
530.0,0.3214,0.1092,,0.1834,,0.88,,,,,,,1.0,112.0,,,,,0.0,1.0,0.49,10.6,,10.1016_j.est.2022.104348_extracted_structured,ouc,,
530.0,0.3214,0.1092,,0.1834,,0.88,,,,,,,5.0,124.0,,,,,0.0,1.0,0.49,10.6,,10.1016_j.est.2022.104348_extracted_structured,ouc,,
2340.0,1.178,0.38,,0.7121,,0.91,,,,,,,1.0,445.0,,,,,0.0,1.0,0.47,,700.0,10.1016_j.est.2022.104348_extracted_structured,oacna,,
2340.0,1.178,0.38,,0.7121,,0.91,,,,,,,5.0,453.0,,,,,0.0,1.0,0.47,,700.0,10.1016_j.est.2022.104348_extracted_structured,oacna,F,提取的电压窗口信息不准确：原文中OACNa样本在三电极系统中的电位窗口为−1.0到0 V（见'potential window from −1.0 to 0 V'），但提取的min值为0.0、max值为1.0，与原文不符。此外，电荷转移电阻（Rct）信息缺失：原文明确给出OACNa的Rct值为22.3 Ω（见'the charge transfer resistance Rct of OACNa (22.3 Ω)'），但提取值为null，未正确反映原文数据。其他信息如比表面积、孔体积、比电容等均与原文一致。
2560.0,1.245,0.4021,,0.7472,,0.95,,,,,,,1.0,452.0,,,,,0.0,1.0,0.48,1.6,700.0,10.1016_j.est.2022.104348_extracted_structured,oack,,
2560.0,1.245,0.4021,,0.7472,,0.95,,,,,,,5.0,457.0,,,,,0.0,1.0,0.48,1.6,700.0,10.1016_j.est.2022.104348_extracted_structured,oack,F,"提取的信息存在多处不准确：1) 样本名称提取为'oack'，但原文中对应材料名称为'OACK'（大小写不一致，未完全对应）；2) 电压窗口提取为min:0.0, max:1.0 V，但原文中OACK电极的测试窗口为-1.0到0 V（未提及0.0到1.0 V）；3) ESR值提取为0.48 Ω，但原文中OACK的Rs值为0.47 Ω（提取值与原文不符）；4) Rct值提取为1.6 Ω，但原文中OACK的Rct值为10.6 Ω（提取值实际对应OACKNa的Rct，与样本混淆）。其他数据如比表面积2560.0 m²·g⁻¹、总孔体积1.245 cm³·g⁻¹、微孔体积0.4021 cm³·g⁻¹、介孔体积0.7472 cm³·g⁻¹、ID/IG 0.95、比电容457.0 F·g⁻¹（在5 mV·s⁻¹条件下）及碳化温度700.0°C均准确，null值也正确对应原文缺失数据。"
1308.0,0.812,0.324,,0.488,,0.66,,89.0,8.0,3.0,,,0.1,320.0,10000.0,95.0,,,0.0,0.8,,0.2,,10.1016_j.apsusc.2020.145895_extracted_structured,ac,,
1308.0,0.812,0.324,,0.488,,0.66,,89.0,8.0,3.0,,,1.0,250.0,10000.0,95.0,,,0.0,0.8,,0.2,,10.1016_j.apsusc.2020.145895_extracted_structured,ac,,
1308.0,0.812,0.324,,0.488,,0.66,,89.0,8.0,3.0,,,10.0,180.0,10000.0,95.0,,,0.0,0.8,,0.2,,10.1016_j.apsusc.2020.145895_extracted_structured,ac,,
923.0,0.516,0.258,,0.258,,0.84,,94.0,4.0,2.0,,,0.1,100.0,10000.0,95.0,,,0.0,0.8,0.093,0.012,800.0,10.1016_j.apsusc.2020.145895_extracted_structured,ac-heat treated,F,提取的Electrochem_Cycle Stability_Capacity Retention_value 95.0%在原文中没有明确支持，原文仅描述电容保持率'good'但未提供具体数值；提取的Electrochem_Voltage Window_value_min 0.0和max 0.8不准确，对于样本'ac-heat treated'在pouch supercapacitor中使用1 M Et4NBF4电解质时，电压窗口应为0-2.0V（原文Section 2.4和Fig. 7），而非0-0.8V（该值对应6 M KOH电解质）。
923.0,0.516,0.258,,0.258,,0.84,,94.0,4.0,2.0,,,1.0,80.0,10000.0,95.0,,,0.0,0.8,0.093,0.012,800.0,10.1016_j.apsusc.2020.145895_extracted_structured,ac-heat treated,,
923.0,0.516,0.258,,0.258,,0.84,,94.0,4.0,2.0,,,10.0,65.0,10000.0,95.0,,,0.0,0.8,0.093,0.012,800.0,10.1016_j.apsusc.2020.145895_extracted_structured,ac-heat treated,F,"提取的信息中存在以下不准确或未得到原文明确支持的数据点：1) Electrochem_Voltage_Window_value_max 提取为 0.8，但原文中 AC-Heat treated 样本在有机电解液（1 M Et4NBF4）中的电压窗口为 0-2.0 V（Section 2.4），而非 0-0.8 V（0-0.8 V 对应 aqueous 电解液）；2) Electrochem_Specific_Capacitance_value 提取为 65.0，但原文中未明确给出 AC-Heat treated 在 10 A/g 电流密度下的比电容具体数值（Fig. 8(b) 仅显示图示，无明确数据支持）；3) Electrochem_Cycle_Stability_Capacity_Retention_value 提取为 95.0，但原文中未明确给出 10,000 次循环后的容量保持率具体数值（Fig. 8(c) 仅描述“good capacitance retention”，无具体百分比）。其他数据点均准确且得到原文支持。"
2631.0,1.69,0.37,0.37,,2.57,0.84,0.38,92.9,7.1,,,,0.5,245.0,10000.0,98.0,7.9,6.9,0.0,0.8,0.28,,800.0,10.1016_j.jobab.2021.02.002_extracted_structured,acnc-800,,
2631.0,1.69,0.37,0.37,,2.57,0.84,0.38,92.9,7.1,,,,1.0,230.0,10000.0,98.0,7.9,6.9,0.0,0.8,0.28,,800.0,10.1016_j.jobab.2021.02.002_extracted_structured,acnc-800,,
2631.0,1.69,0.37,0.37,,2.57,0.84,0.38,92.9,7.1,,,,2.0,212.0,10000.0,98.0,7.9,6.9,0.0,0.8,0.28,,800.0,10.1016_j.jobab.2021.02.002_extracted_structured,acnc-800,,
2631.0,1.69,0.37,0.37,,2.57,0.84,0.38,92.9,7.1,,,,5.0,210.0,10000.0,98.0,7.9,6.9,0.0,0.8,0.28,,800.0,10.1016_j.jobab.2021.02.002_extracted_structured,acnc-800,,
2631.0,1.69,0.37,0.37,,2.57,0.84,0.38,92.9,7.1,,,,10.0,202.0,10000.0,98.0,7.9,6.9,0.0,0.8,0.28,,800.0,10.1016_j.jobab.2021.02.002_extracted_structured,acnc-800,,
3364.1,2.16,0.47,1216.2,,,1.0,,92.93,1.47,5.26,,0.17,1.0,523.0,,,,,0.0,1.0,0.6,,,10.1016_j.jpowsour.2020.228799_extracted_structured,hpcs-2,T,"所有提取的数值、单位和材料名称均与原文完全对应。HPCs-2的比表面积(3364.1 m²/g)、总孔体积(2.16 cm³/g)、微孔体积(0.47 cm³/g)、微孔比表面积(1216.2 m²/g)、石墨化度(1.0)、元素含量(C:92.93%, N:1.47%, O:5.26%, S:0.17%)、比电容(523 F/g at 1 A/g)和ESR(0.6 Ω)均来自原文Table 3、Table 4和Fig. 7(e/f)。缺失数据点(介孔体积、平均孔径、层间距、H含量、循环稳定性、能量密度、功率密度、Rct、碳化温度)原文确实未提供HPCs-2的相关信息。电压窗口(0-1V)虽未在文本明确说明，但Fig. 7的CV曲线显示测试范围为-1.0到0V vs. Ag/AgCl，对应1V窗口，设置合理。"
3364.1,2.16,0.47,1216.2,,,1.0,,92.93,1.47,5.26,,0.17,10.0,280.0,,,,,0.0,1.0,0.6,,,10.1016_j.jpowsour.2020.228799_extracted_structured,hpcs-2,,
661.3,0.5,0.14,,0.36,,0.75,,,,,,,1.0,312.0,,,,,0.0,0.0,0.52,,,10.1016_j.biombioe.2022.106602_extracted_structured,lpcm-500,,
661.3,0.5,0.14,,0.36,,0.75,,,,,,,2.0,292.2,,,,,0.0,0.0,0.52,,,10.1016_j.biombioe.2022.106602_extracted_structured,lpcm-500,,
661.3,0.5,0.14,,0.36,,0.75,,,,,,,4.0,277.2,,,,,0.0,0.0,0.52,,,10.1016_j.biombioe.2022.106602_extracted_structured,lpcm-500,,
661.3,0.5,0.14,,0.36,,0.75,,,,,,,5.0,274.0,,,,,0.0,0.0,0.52,,,10.1016_j.biombioe.2022.106602_extracted_structured,lpcm-500,,
661.3,0.5,0.14,,0.36,,0.75,,,,,,,10.0,261.0,,,,,0.0,0.0,0.52,,,10.1016_j.biombioe.2022.106602_extracted_structured,lpcm-500,,
661.3,0.5,0.14,,0.36,,0.75,,,,,,,,244.0,,,,,0.0,0.0,0.52,,,10.1016_j.biombioe.2022.106602_extracted_structured,lpcm-500,,
1621.0,0.97,0.35,,0.62,,0.89,,83.39,3.31,13.16,,,0.5,352.0,,98.0,23.82,700.0,0.0,0.0,0.37,,600.0,10.1016_j.biombioe.2022.106602_extracted_structured,lpcm-600,,
1621.0,0.97,0.35,,0.62,,0.89,,83.39,3.31,13.16,,,1.0,312.0,,98.0,23.82,700.0,0.0,0.0,0.37,,600.0,10.1016_j.biombioe.2022.106602_extracted_structured,lpcm-600,F,提取的信息中，PCP_Element Content_C_value 为 83.39，但原文中未提及碳元素的具体含量（仅提及 O 13.16 at% 和 N 3.31 at%），该值为推断所得，违反非虚构性标准；Electrochem_Voltage Window_value_min 和 max 均为 0.0，但原文中 ASFS 设备的电压窗口为 1.4 V（明确描述为 'voltage window of 1.4 V'），数值错误。
1621.0,0.97,0.35,,0.62,,0.89,,83.39,3.31,13.16,,,2.0,292.2,,98.0,23.82,700.0,0.0,0.0,0.37,,600.0,10.1016_j.biombioe.2022.106602_extracted_structured,lpcm-600,,
1621.0,0.97,0.35,,0.62,,0.89,,83.39,3.31,13.16,,,4.0,277.2,,98.0,23.82,700.0,0.0,0.0,0.37,,600.0,10.1016_j.biombioe.2022.106602_extracted_structured,lpcm-600,,
1621.0,0.97,0.35,,0.62,,0.89,,83.39,3.31,13.16,,,5.0,274.0,,98.0,23.82,700.0,0.0,0.0,0.37,,600.0,10.1016_j.biombioe.2022.106602_extracted_structured,lpcm-600,F,提取的信息中存在多处不准确或缺乏原文支持：1. PCP_Element Content_C_value: 83.39，原文未提供C元素含量，仅明确给出O (13.16 at%) 和N (3.31 at%) 含量，该值属于推断；2. Electrochem_Cycle Stability_Cycle Number_value: null，但原文明确提到LPCM-600在三电极系统中循环10000次后性能保持100%；3. Electrochem_Cycle Stability_Capacity Retention_value: 98.0，原文中LPCM-600电极材料的循环保持率为100%，98%是针对ASFS设备的；4. Electrochem_Energy Density_value: 23.82 和 Electrochem_Power Density_value: 700.0，这些值属于ASFS设备性能，而非LPCM-600电极材料本身；5. Electrochem_Voltage Window_value_min: 0.0 和 Electrochem_Voltage Window_value_max: 0.0，原文未指定三电极系统的电压窗口，应提取为null。
1621.0,0.97,0.35,,0.62,,0.89,,83.39,3.31,13.16,,,10.0,261.0,,98.0,23.82,700.0,0.0,0.0,0.37,,600.0,10.1016_j.biombioe.2022.106602_extracted_structured,lpcm-600,,
1621.0,0.97,0.35,,0.62,,0.89,,83.39,3.31,13.16,,,,244.0,,98.0,23.82,700.0,0.0,0.0,0.37,,600.0,10.1016_j.biombioe.2022.106602_extracted_structured,lpcm-600,,
1695.0,1.35,0.17,,1.18,,0.92,,,,,,,1.0,312.0,,,,,0.0,0.0,0.56,,700.0,10.1016_j.biombioe.2022.106602_extracted_structured,lpcm-700,,
1695.0,1.35,0.17,,1.18,,0.92,,,,,,,2.0,292.2,,,,,0.0,0.0,0.56,,700.0,10.1016_j.biombioe.2022.106602_extracted_structured,lpcm-700,,
1695.0,1.35,0.17,,1.18,,0.92,,,,,,,4.0,277.2,,,,,0.0,0.0,0.56,,700.0,10.1016_j.biombioe.2022.106602_extracted_structured,lpcm-700,,
1695.0,1.35,0.17,,1.18,,0.92,,,,,,,5.0,274.0,,,,,0.0,0.0,0.56,,700.0,10.1016_j.biombioe.2022.106602_extracted_structured,lpcm-700,,
1695.0,1.35,0.17,,1.18,,0.92,,,,,,,10.0,261.0,,,,,0.0,0.0,0.56,,700.0,10.1016_j.biombioe.2022.106602_extracted_structured,lpcm-700,,
1695.0,1.35,0.17,,1.18,,0.92,,,,,,,,244.0,,,,,0.0,0.0,0.56,,700.0,10.1016_j.biombioe.2022.106602_extracted_structured,lpcm-700,,
1852.2,1.11,0.46,,0.65,,0.97,,,,,,,1.0,312.0,,,,,0.0,0.0,1.9,,800.0,10.1016_j.biombioe.2022.106602_extracted_structured,lpcm-800,,
1852.2,1.11,0.46,,0.65,,0.97,,,,,,,2.0,292.2,,,,,0.0,0.0,1.9,,800.0,10.1016_j.biombioe.2022.106602_extracted_structured,lpcm-800,F,提取的比电容值 292.2 F g⁻¹ 在 2.0 A g⁻¹ 条件下对应的是 LPCM-600 样本（原文中明确给出），但提取的样本名称为 'lpcm-800'，而原文中未提供 LPCM-800 的具体比电容值。这违反了正确性标准（数值与样本名称混淆）。其他数据如比表面积（1852.2 m²/g）、总孔体积（1.11 cm³/g）、微孔体积（0.46 cm³/g）、介孔+大孔体积（0.65 cm³/g）、石墨化程度（0.97）、ESR（1.9 Ω）和碳化温度（800.0 °C）均与原文 Table 1 和文本一致，但比电容的错误导致整体评估失败。
1852.2,1.11,0.46,,0.65,,0.97,,,,,,,4.0,277.2,,,,,0.0,0.0,1.9,,800.0,10.1016_j.biombioe.2022.106602_extracted_structured,lpcm-800,,
1852.2,1.11,0.46,,0.65,,0.97,,,,,,,5.0,274.0,,,,,0.0,0.0,1.9,,800.0,10.1016_j.biombioe.2022.106602_extracted_structured,lpcm-800,F,"提取的比电容值（Electrochem_Specific Capacitance_value: 274.0 at 5.0 A g⁻¹）不准确，因为原文中该值（274 F g⁻¹ at 5 A g⁻¹）明确对应LPCM-600样本（原文描述：'the capacitance values of LPCM-600 were calculated as 352, 312, 292.2, 277.2, 274, 261 and 244 F g⁻¹ at 0.5, 1, 2, 4, 5, 10 and 20 A g⁻¹'），而LPCM-800的比电容值在原文中未提供。其他提取值（如比表面积1852.2 m²g⁻¹、总孔体积1.11 cm³g⁻¹、微孔体积0.46 cm³g⁻¹、介孔体积0.65 cm³g⁻¹、拉曼ID/IG值0.97、内部电阻1.9 Ω、碳化温度800.0 °C）均与原文Table 1和文本描述一致；缺失值（如微孔比表面积、平均孔径、层间距、元素含量、循环稳定性、能量密度、功率密度、电压窗口、Rct）在原文中确实未提及，故正确为null。"
1852.2,1.11,0.46,,0.65,,0.97,,,,,,,10.0,261.0,,,,,0.0,0.0,1.9,,800.0,10.1016_j.biombioe.2022.106602_extracted_structured,lpcm-800,F,提取的比电容值（Electrochem_Specific Capacitance_value: 261.0 F g⁻¹）不准确，因为该值对应于LPCM-600样本（原文中明确给出LPCM-600在10 A g⁻¹下的比电容为261 F g⁻¹），但提取的样本名称是LPCM-800，而原文未提供LPCM-800的比电容值。此外，提取的介孔体积（PCP_Mesopore Volume_value: 0.65 cm³ g⁻¹）标签不精确，原文中该值为中孔+大孔体积（VMeso + Macro），并非纯介孔体积，但数值匹配。其他数据点（如比表面积、总孔体积、微孔体积、ID/IG、内阻和碳化温度）均与原文Table 1中LPCM-800的数据一致，null值也正确反映了原文缺失的信息。
1852.2,1.11,0.46,,0.65,,0.97,,,,,,,,244.0,,,,,0.0,0.0,1.9,,800.0,10.1016_j.biombioe.2022.106602_extracted_structured,lpcm-800,,
1923.0,0.82,0.65,1685.0,0.17,,1.046,,92.22,1.72,6.06,,,1.0,251.7,,,,,0.0,1.4,,,,10.1016_j.est.2023.107272_extracted_structured,hpc,,
1923.0,0.82,0.65,1685.0,0.17,,1.046,,92.22,1.72,6.06,,,0.5,295.5,,,,,0.0,1.4,,,,10.1016_j.est.2023.107272_extracted_structured,hpc,F,"提取的电压窗口最小值（Electrochem_Voltage_Window_value_min）为 0.0 V，但原文中 HPC 在三电极系统中的电压窗口为 -1.0 V 至 0 V（基于 Fig. 4a 的 CV 曲线描述），因此最小值应为 -1.0 V 而非 0.0 V。其他数据点均准确且得到原文支持：比表面积（1923 m²/g）、总孔体积（0.82 cm³/g）、微孔体积（0.65 cm³/g）、微孔比表面积（1685 m²/g）、介孔体积（0.17 cm³/g，由总孔体积减微孔体积计算得出）、石墨化程度（ID/IG = 1.046）、元素含量（C: 92.22 at.%, N: 1.72 at.%, O: 6.06 at.%）、比电容（在 0.5 A/g 下为 295.5 F/g）均与原文 Table 1、Table 2 及文本描述一致；缺失数据（如平均孔径、层间距、循环稳定性等）原文未提供，null 值正确。"
2141.0,1.04,0.68,1661.0,0.36,,1.089,,90.12,3.15,6.43,,,1.0,378.8,10000.0,97.3,17.7,7050.0,0.0,1.4,0.7318,,,10.1016_j.est.2023.107272_extracted_structured,np1.0-hpc,,
2141.0,1.04,0.68,1661.0,0.36,,1.089,,90.12,3.15,6.43,,,,271.6,10000.0,97.3,17.7,7050.0,0.0,1.4,0.7318,,,10.1016_j.est.2023.107272_extracted_structured,np1.0-hpc,F,"提取的PCP_Degree of Graphitization (Raman ID_IG)_value为1.089，但原文正文中未明确给出NP1.0-HPC的具体ID/IG值，仅提及范围1.046–1.089，且未指定该值对应NP1.0-HPC。其他数据点均准确：PCP_Specific Surface Area (2141 m² g⁻¹)、PCP_Total Pore Volume (1.04 cm³ g⁻¹)、PCP_Micropore Volume (0.68 cm³ g⁻¹)、PCP_Micropore Specific Surface Area (1661 m² g⁻¹)、PCP_Mesopore Volume (0.36 cm³ g⁻¹，基于原文总孔体积1.04 cm³ g⁻¹和微孔体积0.68 cm³ g⁻¹计算得出，微孔贡献65%间接支持介孔体积为35%）、元素含量（C: 90.12 at.%, N: 3.15 at.%, O: 6.43 at.%）、电化学比电容（271.6 F g⁻¹ at 20 A g⁻¹）、循环稳定性（10000次循环后容量保持率97.3%）、能量密度（17.7 Wh kg⁻¹）、功率密度（7050 W kg⁻¹）、电压窗口（0.0-1.4 V，对应6 M KOH电解质）、ESR（0.7318 Ω）均与原文一致；缺失数据点（Average Pore Diameter、Interlayer Spacing、Element Content H/S、Rct、Carbonization Temperature）原文未提供，标记为null正确。"
209.0,0.15,0.05,108.0,0.1,,0.95,,82.61,8.29,9.1,,,1.0,233.0,,,,,0.1,1.0,,4.91,600.0,10.1016_j.ica.2024.122056_extracted_structured,tmpc-600,,
209.0,0.15,0.05,108.0,0.1,,0.95,,82.61,8.29,9.1,,,1.0,140.0,,,,,0.1,1.0,,4.91,600.0,10.1016_j.ica.2024.122056_extracted_structured,tmpc-600,,
296.0,0.19,0.1,200.0,0.09,,0.96,,81.93,9.96,8.11,,,1.0,308.0,,,,,0.1,1.0,,4.58,700.0,10.1016_j.ica.2024.122056_extracted_structured,tmpc-700,,
296.0,0.19,0.1,200.0,0.09,,0.96,,81.93,9.96,8.11,,,1.0,97.0,,,,,0.1,1.0,,4.58,700.0,10.1016_j.ica.2024.122056_extracted_structured,tmpc-700,,
452.0,0.24,0.15,343.0,0.09,,0.97,,82.25,9.61,8.13,,,1.0,365.0,,,,,0.1,1.0,,3.62,800.0,10.1016_j.ica.2024.122056_extracted_structured,tmpc-800,,
541.0,0.47,0.21,418.0,0.26,,0.97,0.374,80.81,,7.77,,,1.0,389.0,5000.0,90.0,39.44,4980.0,0.0,1.8,2.67,2.72,900.0,10.1016_j.ica.2024.122056_extracted_structured,tmpc-900,F,提取的信息存在以下不准确或未得到原文支持的问题：1) PCP_Mesopore Volume_value为0.26，但原文中未直接给出该数值（仅提供了总孔体积0.47 cm³/g和微孔体积0.21 cm³/g，计算得出0.26属于推断，违反非虚构性标准）；2) PCP_Element Content_N_value为null，但原文Table 1中明确给出TMPC-900的N含量为11.42 at%；3) Electrochem_Power Density_value为4980.0，但原文中对应数值为4.98 kW kg⁻¹（单位不匹配，数值未完全对应）；4) Electrochem_Voltage Window_value_min为0.0、value_max为1.8，但原文中SSC器件在Na₂SO₄电解质中的电压窗口为2.0 V（非1.8 V），且min值未明确支持；5) Sample Name为'tmpc-900'，但原文中材料名称为'TMPC-900'（大小写不一致）。
541.0,0.47,0.21,418.0,0.26,,0.97,0.374,80.81,,7.77,,,1.0,310.0,5000.0,90.0,39.44,4980.0,0.0,1.8,2.67,2.72,900.0,10.1016_j.ica.2024.122056_extracted_structured,tmpc-900,,
541.0,0.47,0.21,418.0,0.26,,0.97,0.374,80.81,,7.77,,,1.0,71.0,5000.0,90.0,39.44,4980.0,0.0,1.8,2.67,2.72,900.0,10.1016_j.ica.2024.122056_extracted_structured,tmpc-900,F,提取的 PCP_Element Content_N_value 为 null，但原文 Table 1 中 TMPC-900 的 N 含量为 11.42 at%；Electrochem_Voltage_Window_value_max 提取为 1.8 V，但原文中 TMPC-900 在 Na2SO4 电解液中的电压窗口为 2.0 V；PCP_Mesopore Volume_value 提取为 0.26 cm³/g，但原文未直接提及 mesopore volume，该值是计算得出（VTOTAL - VMICRO），违反非虚构性标准。
768.24,0.3059,0.2939,,0.012,1.731,0.734,0.38,,,,,,0.2,91.0,10000.0,71.2,,,0.0,1.0,2.0,3.76,700.0,10.1016_j.jiec.2025.04.004_extracted_structured,wsbc,,
